Free Agent Second Basemen  Season   Projections Standard Categories
Avail,Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS,
W ,Peyton Stovall 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Deiner Lopez 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kevin Santa 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Aron Estrada 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Benjamin Blackwell 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Carson Tucker 2B | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Richie Martin 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Darnell Sweeney 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Michael Arroyo 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Aaron Bracho 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Angelo Gumbs 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jonathan Piron 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ryan Fitzgerald 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jordan Howard 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Quinn McDaniel 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Gavin Dugas 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,D.J. Burt 2B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Bruce Caldwell 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Franklin Barreto 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jeral Perez 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Maxwell Leon 2B | DET ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Rafael Lantigua 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Cooper Kinney 2B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jake Palomaki 2B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Mario Camilletti 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yeiner Fernandez 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Maxx Tissenbaum 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kolten Wong 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Gregory Guerrero 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Mason Davis 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Adrian Rondon 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kobe Kato 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Miguel Hiraldo 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Daniel Guilarte 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Max Ferguson 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Trace Tam Sing 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Corey Wimberly 2B | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Adrian Pinto 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Irving Lopez 2B | STL,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Alejo Lopez 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Keiner Delgado 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Alejandro Nunez 2B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Colby Halter 2B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Nick Goodwin 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Shane Mardirosian 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Peyton Wilson 2B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Dilson Herrera 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Donovan Walton 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Eddy Alvarez 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Omar Obregon 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Patrick Brady 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jose Curpa 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Reivaj Garcia 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jean Carmona 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Nick Ward 2B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Danyer Cueva 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Alexeis Azuaje 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Rubendy Jaquez 2B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kervin Suarez 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jancarlos Cintron 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Chris Rivera 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Livan Soto 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Josh Tobias 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Drew Turbin 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,"Jose Iglesias 2B,3B,SS | SD ",0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Diosbel Arias 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Amado Nunez 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Josh Adamczewski 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Alfredo Angarita 2B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Rafael Ramirez 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Julio Garcia 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Derrik Gibson 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Reed Harper 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jonathan Johnson 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Josh Vidales 2B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ty Southisene 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,J.C. Rodriguez 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Fernando Perez 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Taylor Snyder 2B | CHW,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Delvis Morales 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kevin Made 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Tommy Troy 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Brayden Smith 2B | BAL,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Joe Sever 2B | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Arturo Michelena 2B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Zach Remillard 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,JD Dix 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,DJ LeMahieu 2B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jimmy Govern 2B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Andrew Daniel 2B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yonny Hernandez 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Tyler Friis 2B | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Joe Bennie 2B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Alika Williams 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luis Marquez 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Corey Jones 2B | DET,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yoeilin Cespedes 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Mac Seibert 2B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Angel Franco 2B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Juan Benjamin 2B | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Max Anderson 2B | DET ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jayce Easley 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Pin-Chieh Chen 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jamie Westbrook 2B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Dauri Lorenzo 2B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ronald Bueno 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Brock Hebert 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Daniel Brito 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Buck Britton 2B | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Frederick Bencosme 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Cade Bunnell 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Junior Arrojo 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Emerson Landoni 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jonathan Martinez 2B | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Alsander Womack 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jonathan Mejia 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kendall Simmons 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Thomas Coyle 2B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Rodolfo Castro 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Drew Stankiewicz 2B | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jean Perez 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Connor Hollis 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Edgar Alfonso 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Lorenzo Meola 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kevin Taylor 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Justin Johnson 2B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Wesley Jones 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Gage Miller 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Eddinson Paulino 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Bryant Flete 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,L.J. Mazzilli 2B | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Angeudis Santos 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Gerson Montilla 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Brody Moore 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Trey Hair 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Javier Mogollon 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ryan Gebhardt 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Todd Hankins 2B | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Henry Godbout 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Nick Shaw 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Mitch Voit 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Victor Manuel Acosta 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kyle Kasser 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Andrew Ely 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jake Scheiner 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Viandel Pena 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Pascanel Ferreras 2B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Juan Cabada 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Cullen Large 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Billy Fleming 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kevin Milam 2B | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,JT Mabry 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Loidel Chapelli 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Logan Warmoth 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Osmy Gregorio 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Pedro Martinez 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Noelberth Romero 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Chesny Young 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jace Conrad 2B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Franklin Rollin 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Hector Vargas 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ahbram Liendo 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Mac McCroskey 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Will Verdung 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Sam Antonacci 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Fraymi De Leon 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Johan Macias 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Keithron Moss 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jose Rosario 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Galli Cribbs 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Dayner Moreira 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Giovanny Alfonzo 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,River Stevens 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Duce Gourson 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Chandler Pollard 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Sammy Faltine 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luis Valdez 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Tom Belza 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Abel Bastidas 2B | DET ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jordan McCants 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luis Ravelo 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Aroon Escobar 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Carlos Garcia 2B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Wilman Diaz 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Bryce Windham 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ty Washington 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Grant Kay 2B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Raul Rivas 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Hoy Jun Park 2B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Rolando Espinosa 2B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Brady Counsell 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Carter Aldrete 2B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yiddi Cappe 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luis Guillorme 2B | HOU,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jake Rucker 2B | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Dangelo Sarmiento 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Isan Diaz 2B | DET,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yordany De Los Santos 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yairo Munoz 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jack Lopez 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Dixon Williams 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Robbie Tenerowicz 2B | SEA,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,"Tim Anderson 2B,SS | LAA",0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ian Lewis 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jeff Boehm 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yamal Encarnacion 2B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Leury Garcia 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Rafael P Valera 2B | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Rougned Jose Odor 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Vinny Siena 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luis Santos 2B | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Carlos Rivero 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Erik Forgione 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Greg Cullen 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yolmer Sanchez 2B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Joe Dunand 2B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Zac Cook 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Euribiel Angeles 2B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Connor Kopach 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Avery Romero 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Cameron Cannon 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Seth Spivey 2B | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Angelo Mora 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Robert Moore 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Nick Dunn 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Sam Shaw 2B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Gabriel Cancel 2B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Mitchell Tolman 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Travis Bazzana 2B | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jheremy Vargas 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Erich Weiss 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Josh Bissonette 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ryan Grotjohn 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Coco Montes 2B | TB,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ryne Birk 2B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Randy Ventura 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Josh VanMeter 2B | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Trent Gilbert 2B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Connor Owings 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Brett Auerbach 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Nate Furman 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Darren Baker 2B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Rylan Bannon 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Brian Burgamy 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jansel Luis 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jeremias Pineda 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Hayden Cantrelle 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kendry Martinez 2B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Blake Barber 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Hunter Haas 2B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Anthony Servideo 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yonathan Perlaza 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luke Dykstra 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,DJ Layton 2B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
