All Third Basemen 2025  Season MLB Standard Categories
Avail,Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS,
W ,"Orlando Arcia 2B,3B,SS | MIN ",203,13,41,30,7,1,3,13,10,47,0,1,.202,.238,.291,33
W ,Brett Harris 3B | ATH ,73,11,20,15,5,0,0,5,7,21,1,0,.274,.349,.343,30
W ,Kevin Newman 3B | KC ,114,13,23,19,2,0,2,11,1,23,1,0,.202,.209,.272,24
W ,Maximo Acosta 3B | MIA ,54,7,11,7,1,0,3,5,6,17,1,2,.204,.295,.389,20
W ,Anthony Seigler 3B | BOS ,62,6,12,11,1,0,0,5,8,16,2,0,.194,.292,.210,19
W ,"Alex Freeland 2B,3B | LAD",84,10,16,11,2,1,2,6,11,35,1,0,.191,.292,.309,18
W ,Vinny Capra 3B | BOS ,96,10,12,9,2,0,1,6,3,25,2,0,.125,.157,.177,16
W ,Luis Vazquez 3B | BAL ,50,6,8,6,1,0,1,3,3,14,2,0,.160,.207,.240,12
W ,Oliver Dunn 3B | CHW ,36,4,6,4,2,0,0,6,2,11,1,0,.167,.205,.222,8
W ,Jeimer Candelario 3B | LAA ,80,3,9,5,2,0,2,10,9,29,0,1,.113,.198,.212,7
W ,Jordan Lawlar 3B | ARI ,66,9,12,5,7,0,0,5,6,26,2,0,.182,.257,.288,6
W ,Jonah Bride 3B | TEX ,112,7,19,17,2,0,0,5,11,39,0,0,.170,.248,.188,6
W ,Jace Jung 3B | DET,47,8,5,5,0,0,0,3,7,16,0,0,.106,.236,.106,6
W ,Vimael Machin 3B | COL ,11,1,1,0,0,0,1,1,1,2,0,0,.091,.167,.364,5
W ,Bryan Ramos 3B | BAL,12,1,2,0,2,0,0,2,0,4,0,0,.167,.167,.333,3
W ,Nicky Lopez 3B | COL ,24,2,1,1,0,0,0,1,4,4,0,0,.042,.179,.042,2
W ,Trey Lipscomb 3B | WAS ,4,1,2,2,0,0,0,0,0,1,0,0,.500,.500,.500,2
W ,"Will Wilson 2B,3B | SEA ",78,7,15,11,4,0,0,2,7,34,2,0,.192,.267,.244,2
W ,Jose Miranda 3B | SD ,36,2,6,5,0,0,1,5,0,13,0,0,.167,.167,.250,1
W ,Buddy Kennedy 3B | SF,29,2,2,1,1,0,0,1,2,8,0,0,.069,.156,.103,1
W ,T.J. Schofield-Sam 3B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Carlos Colmenarez 3B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kazuma Okamoto 3B | TOR,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Connor Panas 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Dominic Ficociello 3B | DET ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Kleininger Teran 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jorge Vazquez 3B | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Josh Harrison 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Seaver Whalen 3B | TB ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Drew Bowser 3B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luiyin Alastre 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Duncan Pastore 3B | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Javier Osorio 3B | DET ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luis De Los Santos 3B | TOR,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Yassel Pino 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Luis Suisbel 3B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Danny Diekroeger 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Andrew Fischer 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Parks Harber 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Dalvy Rosario 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Skyler Messinger 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Bradley Jones 3B | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Willy Yahn 3B | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jhoan Urena 3B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Felipe Blanco 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jonah Arenado 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Shane Matheny 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jose Rojas 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Cayden Wallace 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Enmanuel Tejeda 3B | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Charles Leblanc 3B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,John Valente 3B | DET ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Eduardo Garcia 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Bryan Andrade 3B | ATH ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Tyler Selesky 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Waner Luciano 3B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Carlos Franco 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Chase Harlan 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Nick Madrigal 3B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Tyler Miller 3B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Alexander Albertus 3B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jim Haley 3B | PHI,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Ronny Brito 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Andre Lipcius 3B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jordan Zimmerman 3B | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Charlie Pagliarini 3B | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Chase Jensen 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Andy Weber 3B | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Bobby Wernes 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Jake Gelof 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Filippo Di Turi 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Austin Callahan 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Eric Wood 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
W ,Max Burt 3B | DET ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
